Conf Unmarked,Greedy Variances
51,21.163806673874745
52,13.862230564336915
53,12.310970717209917
54,17.963290163305945
55,13.877915990882782
56,13.581075374701863
57,12.058650537177773
58,11.302268259090894
59,11.791522378386938
60,13.459858014770356
61,10.446159601487672
62,11.880439554157917
63,11.1004977387169
64,11.218474346659919
65,9.87190453198073
66,9.551019385948491
67,9.5936140507921
68,8.650101805181254
69,9.447751055145345
70,8.644245838192658
71,10.524191382379863
72,7.698927188973222
73,8.211727712026313
74,8.77813951434661
75,7.244150718777436
76,7.502955713879993
77,9.135572742490387
78,7.456149587197583
79,8.523350280259518
80,7.851122354302104
81,7.721362710759747
82,8.250380157907879
83,7.1416763905029095
84,6.806430782723057
85,6.317885546429103
86,5.952592377197543
87,6.550180641776935
88,5.508473079365984
89,6.028953105473368
90,6.426178015655098
91,6.117394819699772
92,6.498803308644173
93,6.203798194274754
94,5.8195590113953335
95,5.579828689085938
96,5.983592796138453
97,5.519259209551787
98,6.38401785778264
99,10.802018844230513
100,6.495211911691395
101,6.417287424172651
102,6.187226088213253
103,5.342089426848304
104,6.869984182417501
105,5.100478234658219
106,6.007958696776272
107,6.044757678682491
108,5.229199205742054
109,5.48322394593453
110,4.787340012455566
111,5.197737488561729
112,5.38096220477625
113,5.2153748373321696
114,5.460869167402938
115,6.165355969368269
116,6.272418155781313
117,5.204217082265344
118,5.9761818725037665
119,5.3945484411844
120,4.799478802721998
121,4.785945860305753
122,5.9604268704423475
123,5.171629088183863
124,4.726286592281614
125,4.842461910875154
126,4.918297752045699
127,5.2058191691819475
128,5.19473913613771
129,5.17679395723514
130,4.460648620000359
131,4.647550010221048
132,5.25041331367462
133,4.516197813064291
134,4.505626795564511
135,4.584967706977191
136,4.22114567784997
137,4.216204443220167
138,4.869520406451794
139,5.283810178270979
140,4.522110583232583
141,3.9829844520165487
142,4.275982937658237
143,3.605664410333703
144,4.041086940399074
145,4.777070231847131
146,4.793056030458136
147,3.9608134212991746
148,4.29896111481212
149,4.1629419967166506
150,3.796149804521996
151,3.545301606773844
152,3.881579800251027
153,3.7922330936658524
154,3.8678611634916034
155,4.197971375933196
156,3.698519698039468
157,3.817459613437548
158,3.8263241811089497
159,3.780109051312693
160,3.5526526911804543
161,3.6978293900482466
162,3.4318601208220727
163,3.5437243271134906
164,3.691463405285546
165,3.784597068946059
166,3.5567077958762736
167,3.974481359867218
168,3.351938895059253
169,3.74019030097967
170,3.8815628792391768
171,3.096746944762632
172,3.4049919322053874
173,3.4959166656734437
174,3.490453486530822
175,3.7371031566865134
176,3.626637868915279
177,3.085646777828558
178,3.714090538524494
179,3.4053469693790985
180,3.6436270608304215
181,3.166595102007579
182,3.3960463762392026
183,3.268493113986537
184,3.275930457257085
185,3.1580479202612914
186,3.2164128449396703
187,3.7698765640253464
188,2.999890575763271
189,3.055763467485963
190,3.1704306017200006
191,3.078455021050892
192,3.475903466036251
193,3.1858435172813624
194,3.2520719754148204
195,3.052672405885113
196,3.1439622314994944
197,3.006200524485528
198,2.932003925193564
199,3.13450083184749
200,2.794821163500541
201,3.0845378628519247
202,3.0836785485123634
203,2.8111627929480942
204,3.008922829914335
205,2.8542019390408915
206,2.906660318143014
207,2.974015879395018
208,2.6555026857604034
209,2.6363944381043796
210,2.961278436790585
211,2.7451849979529213
212,2.7579265525813104
213,2.7452097973728056
214,2.7613686865813882
215,2.622591487653217
216,2.570645151824468
217,2.9669288727472125
218,2.6590154345294343
219,2.6834031859003744
220,3.373387488499523
221,2.4666896910595524
222,2.4781491344371016
223,3.0000822091155017
224,2.747005848061474
225,2.4440217802628146
226,2.883157847564959
227,2.1628952053716253
228,2.6273062484586527
229,2.820524668129571
230,2.7781369147729484
231,2.5001837526177684
232,2.7498159425070385
233,2.317732267508411
234,2.079020341665605
235,2.206192018534967
236,2.4851273904621864
237,2.2035871699511174
238,2.743476302588617
239,2.5490737803531687
240,2.4012726051279896
241,2.4276471687660264
242,2.132879992452227
243,1.9763485218929133
244,2.1663702126445403
245,2.139514614678406
246,2.070507637518561
247,2.032739520455445
248,1.8985176217346953
249,1.8948624202353952
250,1.8020452649899288
251,1.7703627424014963
252,1.848412178109177
