Conf Unmarked,Greedy Variances
51,26.596915223336904
52,23.34451418175738
53,17.713581570123534
54,19.74542120168503
55,21.80261952581616
56,19.31909382220375
57,21.065603746973167
58,17.301050693586237
59,18.44188537015533
60,15.898516869078186
61,20.700536080611325
62,16.217383848478423
63,17.354162070309556
64,15.700357312412917
65,16.068816311069366
66,17.617179115851663
67,18.801728394445348
68,14.042390727761106
69,21.479424769474804
70,16.153732712768143
71,14.924587840949652
72,15.688164975724712
73,13.264136402577169
74,13.613470781854092
75,18.493805269152517
76,14.27613705195756
77,13.53036451426527
78,13.798497398066374
79,15.497134950263117
80,18.37553657568792
81,15.109231541603226
82,13.204200766759374
83,14.292323874794722
84,12.456105040412023
85,12.836956219144094
86,12.68113360140436
87,12.585519647005293
88,13.557193662406686
89,12.523507754005923
90,17.844123109456916
91,16.62866707676836
92,14.375715843968546
93,12.005683328245576
94,13.789871731695024
95,14.024606168576478
96,15.107161197407159
97,13.881999114560793
98,12.9433808684422
99,12.893493594401342
100,20.939065032719213
101,14.451787663353853
102,13.420202348927821
103,12.747591929458677
104,13.292604460124936
105,13.246162474677545
106,11.503074811158584
107,12.199852458124237
108,12.3172360479578
109,11.391472887890991
110,11.698192008906517
111,11.727889231822587
112,10.734440414062036
113,13.274275037747929
114,11.805535277760363
115,11.781942397867454
116,13.881973516696176
117,10.97875505363781
118,10.687820607276928
119,11.04703074611253
120,12.553365450228242
121,11.14555919301749
122,10.467061489368552
123,10.010262461871594
124,11.682689305834794
125,10.626609032733842
126,9.784176878738673
127,10.106381299482102
128,9.351129743520765
129,9.15771539387749
130,10.82909355507144
131,11.154191911924855
132,9.316850809608544
133,9.968137572619403
134,10.848314603348733
135,9.186554087360506
136,8.830608084161272
137,9.104515565592404
138,9.510184309058468
139,9.290806539579636
140,9.904643017944926
141,8.116686986627542
142,8.691270524689319
143,8.048881442309124
144,8.618436199684355
145,10.106973027458706
146,9.187897577784748
147,8.640708753945963
148,7.89600151526053
149,8.33386808148212
150,8.237755549174393
151,7.6968336317571335
152,8.630521952452742
153,7.761902380075591
154,8.400525754754534
155,8.482082179699429
156,7.294981839578413
157,7.522117579669218
158,7.907087222977442
159,7.810630614222948
160,7.599507413675463
161,7.364508249454479
162,7.550403771662967
163,8.012646785943966
164,7.204714721595623
165,7.322477096742582
166,7.8463529270215995
167,8.213130318952796
168,7.473823601831429
169,7.429429428752269
170,7.566991222538578
171,7.558321040061337
172,7.002667695880236
173,6.8449849683980375
174,7.503520287698846
175,6.977424439191878
176,8.17816423605305
177,7.453356539557634
178,7.155824969581661
179,7.290113586932986
180,6.509153731652862
181,6.8817678235878565
182,7.1624858547987795
183,6.825821050613918
184,6.341726981066585
185,6.67390470224661
186,6.990597222042859
187,6.279641305320366
188,6.493771159747621
189,6.603573083940328
190,6.524346312548059
191,6.572355469509582
192,6.8012840239932375
193,6.846138693645941
194,6.65124048304577
195,6.737534245031346
196,6.670146851803817
197,7.168860116871317
198,6.507599478919092
199,6.594686202402693
200,6.18689531165087
201,6.231911509718142
202,6.747742044406099
203,6.047887260866647
204,6.8999091657812235
205,5.951550237964351
206,6.670225155404292
207,5.895725542586616
208,5.930315274401589
209,6.564264488174794
210,5.966022975929351
211,6.196272276365806
212,6.105642092139675
213,6.410686266155919
214,5.893949757346637
215,5.828811728688741
216,6.059504792990301
217,5.717625467762552
218,5.815621143288065
219,5.991654799778861
220,5.579407935756794
221,5.987829210650766
222,5.770325759909854
223,5.806638156378675
224,5.91555242252689
225,6.18086667081909
226,5.785616264389189
227,5.1839368139076845
228,5.8805292627773955
229,5.6192988976518325
230,5.242053533173959
231,5.581478385938675
232,6.28102709364782
233,5.5027968198103085
234,5.440358152969099
235,5.737191273229634
236,5.265483415064447
237,5.584340096581568
238,5.3775822033165195
239,5.512271847536201
240,5.578825748802246
241,5.511563394135155
242,5.391816546087846
243,5.258302828634138
244,5.628112035252597
245,6.038078695692047
246,5.62375193439519
247,5.244489077548764
248,5.332455651037102
249,5.40966671771811
250,5.085609527379988
251,5.884632031993434
252,5.166318192759826
253,4.973415677873143
254,5.114193534288061
255,5.321602547628275
256,4.909725500385877
257,5.185798751149871
258,5.049935478769878
259,5.036527825983521
260,5.593411311572147
261,5.000832852360001
262,4.942144007390982
263,4.867681156713232
264,4.92732792257583
265,5.226613411156201
266,5.093944613446322
267,4.915581018765364
268,4.864125522905194
269,4.942461411091884
270,4.641953925799223
271,4.619980426901438
272,4.345410522364372
273,4.23990029191075
274,4.339881377302671
275,4.721317478793226
276,4.733398036728916
277,4.702694569891191
278,4.235601208286619
279,4.689028517783083
280,4.989332810180158
281,4.924973946064957
282,4.457703536219518
283,4.255408372587766
284,4.450619987129954
285,4.485867859103555
286,4.620827655004824
287,4.582749024850789
288,4.214368001691875
289,4.998725664780007
290,4.212709330153982
291,4.627976450262937
292,4.68801963090991
