Conf Unmarked,Greedy Variances
51,22.488512908951964
52,26.37800075332444
53,20.375230060050857
54,19.97915000472349
55,19.851881615794003
56,18.939676823527243
57,16.84620061022663
58,17.278150088040462
59,17.473938928205815
60,15.237201001819026
61,20.0975122838624
62,15.038339059439599
63,16.475709936483863
64,16.85794108952151
65,14.677895019843332
66,14.166232223730722
67,13.371005692251506
68,12.935947029885364
69,17.159270836885657
70,14.107474378262516
71,14.541152456046941
72,14.300397818864264
73,13.016867769466575
74,12.53491707403958
75,12.47666715404107
76,12.355199654964327
77,11.279565594472157
78,11.48887976842535
79,13.008805466707344
80,11.72461540516461
81,11.627278271375465
82,11.68301758964695
83,11.178998166204341
84,11.774183025845938
85,10.326853941706222
86,11.374894851772869
87,9.649993169119991
88,10.971598435151654
89,8.514266362500646
90,9.65743948121516
91,10.600458152766944
92,9.973784944097758
93,10.952247866686243
94,9.51296776276071
95,9.12753304111613
96,9.695791583625681
97,9.951528056869792
98,10.126907364925275
99,9.197391689435047
100,9.551065122394583
101,9.797958971132712
102,8.873795954882494
103,9.02297930594743
104,7.910466168311449
105,12.811200042454173
106,9.604421146303173
107,10.654303422404801
108,9.206206927937261
109,8.577005693023834
110,8.240577860712078
111,8.938252843195302
112,11.86716513466183
113,8.28053691898458
114,7.294066053238226
115,8.052706670826861
116,7.8176649593511405
117,8.025864223108798
118,8.694081747029776
119,9.99459277621638
120,8.864055355012347
121,8.281907992727279
122,9.766279286970606
123,7.962285866647983
124,8.01144541508515
125,7.368589951900683
126,8.628153518858513
127,7.4524730392604495
128,8.380906872170817
129,7.3016847371000635
130,8.160277448603965
131,9.169152844668307
132,7.7724477803885055
133,7.197953283465147
134,8.108376156104804
135,7.347311219759239
136,6.5527781875366955
137,7.350456089205534
138,8.279448780632144
139,7.905744395339659
140,7.810206730085104
141,8.826909702092172
142,8.186496892420744
143,8.414150744430481
144,10.48830304037153
145,6.8092817675040935
146,7.269429150301216
147,7.6723618382393015
148,6.561824030866413
149,6.563871775703571
150,6.747078680790587
151,7.10998863651412
152,6.053138963857797
153,7.0693705334111705
154,6.904428874522016
155,6.364259743547032
156,7.2098374772275395
157,6.386641896467879
158,6.243136478803785
159,6.800436239456292
160,6.521733041247554
161,6.767853202620622
162,6.692161646985617
163,7.011211049059132
164,6.486791530347617
165,6.4475414263457385
166,7.4692687289739155
167,6.461038472479261
168,6.535286918381485
169,6.670412147484321
170,7.103452046335183
171,6.976059112091178
172,8.714643007605073
173,8.002708715040038
174,7.0927394779159405
175,8.189442634504022
176,6.570618539016002
177,6.086014304812101
178,6.564154919823891
179,6.205173339329223
180,6.312207119107549
181,6.277732783481123
182,6.792525978780641
183,5.686342056446699
184,5.742427970815132
185,5.973507645438321
186,6.224036288795064
187,6.477496252086715
188,6.4804497850586475
189,5.765147410086743
190,6.099688156325937
191,5.895655592190341
192,5.612571060467271
193,5.70382116724907
194,5.470612530727854
195,6.293121748396105
196,5.839071978078223
197,6.418418575446539
198,5.485638330327335
199,5.808891377060592
200,5.551597583105403
201,5.514770718548975
202,6.174113957891427
203,5.636499385517082
204,6.375076470129593
205,5.412984828170129
206,5.663901882487687
207,5.7899691854419535
208,5.4664037627096915
209,5.543248600037217
210,5.502207730828442
211,5.720184687656242
212,5.921776531218599
213,5.478581814540109
214,5.322423349461702
215,5.61791187730024
216,5.510410758082298
217,5.390950225417505
218,5.810863178695509
219,5.655446131199
220,5.513224239907388
221,4.945759336350713
222,5.628281259580662
223,5.153162786613432
224,5.720073253072635
225,5.318913254788287
226,5.114056517313946
227,5.382765957415634
228,5.575583355954202
229,5.178542560612716
230,5.970419701885845
231,5.079084647622853
232,4.946763560425028
233,5.405225797945625
234,4.967515432829256
235,5.341597258417855
236,5.341890109909751
237,4.752967285317055
238,5.525027886554409
239,5.724003734275511
240,5.187872039713146
241,4.956793192461682
242,4.771707561495528
243,5.0457193761790045
244,4.981189390209206
245,4.733819071843515
246,4.639111477449623
247,4.647402273194014
248,5.2205933005611485
249,4.84481867119678
250,4.701722601199114
251,4.770946735425535
252,5.450546265400363
253,5.156581853489633
254,4.500186964149685
255,4.516364022731966
256,4.526391893114901
257,4.391606472821936
258,4.340940868995789
259,4.876472366562023
260,4.701012629896987
261,4.800629231372107
262,5.00575887618061
263,4.471358377736647
264,4.496045078739462
265,4.601860654012034
266,4.681455792680734
267,4.3304044006465165
268,3.958409060479917
269,4.9505560972089455
270,4.384760545422878
271,3.912554908514798
272,4.16561571553999
273,4.3393901858872
274,4.302951144742854
275,4.632405745870963
276,4.354088824231112
277,4.426590277388116
278,4.2594599543175
279,4.09826765300449
280,4.696192254061456
281,4.197366796974197
282,4.941321248725545
283,3.920285343790871
284,3.9332907224567872
285,4.001061082242644
286,4.151487155066301
287,4.450217088722044
288,3.850904277123176
289,4.151690516850145
290,3.958846663803159
291,4.049916806711187
292,3.76426147544525
293,3.9686885560841962
294,3.4945738124916437
295,3.9127894784936306
296,3.90954082092876
297,3.9838827235620458
298,3.7029865124444905
299,3.884987589464784
300,3.9189915491787737
301,3.831269955554222
302,4.133263244019508
303,3.878831573565234
304,3.594471958254579
305,3.549792599627993
306,3.7097567881786593
307,3.4657618174648888
308,3.47991713277347
309,3.9360961913557775
310,3.5884364622800433
311,3.7422646183199246
312,3.65027549232115
313,3.472071501726532
314,3.514107788785749
315,3.8526625439929942
316,3.4018667346283094
317,3.302649615860601
318,4.647363725444204
319,3.4230127237460297
320,3.366961307555196
321,3.6736376657282297
322,3.3283927727776064
323,3.6640780497892225
324,3.654784588743794
325,3.245939824345643
326,3.255740653365718
327,3.259111407389774
328,3.2582302288167857
329,3.464254057543576
330,3.1077308788748232
331,3.3605829202232815
332,3.12519052558986
333,2.9440695535640127
334,3.305044751171347
335,3.1392332221875034
336,2.779213864472977
337,3.047416399157908
338,3.0297224135865837
339,2.786595118289185
340,2.9748786063222923
341,2.6995641531385464
342,2.7712714241763887
343,2.8846352844488785
344,2.6157019263037697
345,2.324714777326106
346,2.674587651327472
347,2.323814331648315
348,2.564767716605268
349,2.3337824505628104
350,2.1034785737525046
351,2.304581455979774
