num_marked,pearson_mean,pearson_std,kappa_mean,kappa_std
139,0.35413714704120314,0.023572676853347886,0.2820191714459637,0.02635200157531228
140,0.356230948887253,0.021132423934141692,0.28428790284647126,0.023429521544738825
141,0.3283217646959045,0.020433608833530112,0.26732472144762137,0.015058241997440991
142,0.3413987731569866,0.004735503439083944,0.27692871374513056,0.005327753387425872
143,0.3392983726933567,0.010240294836291368,0.2733937739690034,0.010988314935954965
144,0.3313732358603277,0.02424490562556245,0.26389866253450506,0.027014146374856073
145,0.34579615338242436,0.015531896415325744,0.28079462236150277,0.016902785484183624
146,0.35206481364476067,0.01549567708977804,0.29096056135230314,0.02474423971609553
147,0.3529267767875445,0.029595621893102254,0.2770499220741109,0.03588864743243374
148,0.3525714929191941,0.050980295821060305,0.2854898010296557,0.03867363678145438
149,0.32829992635129573,0.02997442282379127,0.2681630406804024,0.024148282360657355
150,0.349083813100396,0.016487011366324997,0.27865416102936197,0.016991223531269306
151,0.35318868810520776,0.02683490530552596,0.29802039388495477,0.025429692718659157
152,0.3236922173699422,0.030490392361065908,0.2679959936756114,0.042208290204480685
153,0.35983224224898214,0.04531295490839558,0.29135298508970986,0.038912820919316346
154,0.3363537629510072,0.020975311602849024,0.2715966632097126,0.02791938973514751
155,0.331032972940789,0.012568144743461874,0.2648547674134263,0.01950375239955363
156,0.3433270447464752,0.03305044746229243,0.2744526238576743,0.0295911467919517
157,0.34215263115784283,0.041117373820755844,0.27551360627487176,0.03927889787614311
158,0.36407154886423715,0.014977485342247437,0.29415873307487833,0.016498827415687464
159,0.33501627126428374,0.040790401330426954,0.26675809797361205,0.02339576402000841
160,0.2969804086213803,0.03182412912575895,0.24446375705862747,0.03302605545611658
161,0.3174785013194589,0.024822029255292914,0.25461748111654037,0.014693179287032405
162,0.3361952615658503,0.010074833036254845,0.2752220201350084,0.023866856683617252
163,0.3262415941870996,0.02583803533681476,0.26978335572034307,0.01881817461860694
164,0.32527130229832796,0.04194869633311749,0.2577228032178434,0.03548974478601098
165,0.35566152310362287,0.03762301235371325,0.2934365494540324,0.030709404034930127
166,0.3380223895448493,0.018485467011133908,0.2764739192733207,0.021651369763643204
167,0.3393314831018001,0.04228169772584773,0.2842253889505589,0.03942756138964251
168,0.3402297486611103,0.025433914550917525,0.28541401136677114,0.030603749095438098
169,0.32654572928938513,0.014470632508698435,0.2669245361060451,0.017040168052344665
170,0.33345681048937764,0.008146389635721776,0.2732127658440144,0.007482115280955506
171,0.32823448657472126,0.03368832676008693,0.2669608387417642,0.028187983769250913
172,0.35746446550635874,0.01608185346693601,0.2806538341404675,0.014867296619425456
173,0.3414541798526695,0.016603299821729596,0.280664995842384,0.02202071914200048
174,0.32348412552968475,0.009953368360613956,0.2610384463756893,0.008803452714052574
175,0.3490466995822626,0.008470181652829112,0.283305148919837,0.013151371321261684
176,0.33921847583335224,0.022542086056010272,0.27206087915721827,0.029281642481857224
177,0.3215028888344598,0.004937628553555675,0.26338874585068833,0.016020776890442325
178,0.32071278508064466,0.014895085869819349,0.2603601607622028,0.008255586383608397
179,0.3349328812334004,0.03653183666704901,0.26795543585336784,0.03285817953344527
180,0.3249524414294425,0.01036564169903679,0.27073481829374696,0.004806909790122766
181,0.3256928691436079,0.012384242791850355,0.26872102743147525,0.012682058996654099
182,0.3340508174100422,0.02751844579917298,0.27828034825652637,0.016594712159092667
183,0.323063276790215,0.0033748055956257634,0.276420958357251,0.0020671571603013694
184,0.3225413110774474,0.014007210784072804,0.2583998028994008,0.01854278668592323
185,0.348544235508033,0.009914827140869885,0.27672139791465916,0.013702946485402552
186,0.35093941278548807,0.003063816328285244,0.28348352885507383,0.012161932287054507
187,0.3344962175630026,0.01657227513688177,0.27351755470870254,0.0136650479195677
188,0.34532854617365105,0.008761340595721354,0.2871706974400395,0.016448335075537755
189,0.3360736923373054,0.01250701248008034,0.28481101204029347,0.001981191122854265
190,0.32300449107674384,0.028901550065727363,0.2686756183357538,0.021046578498457133
191,0.3143962210156294,0.028631317985558114,0.26184489541882644,0.032482518499753574
192,0.3155795666776093,0.029508726066962983,0.25817274450798505,0.011788082086405341
193,0.3089149584746765,0.03924269382350056,0.25227323668361534,0.03269581630256756
194,0.331879519067677,0.018515904566653012,0.2690135478181778,0.013304746358010044
195,0.31815709836143585,0.01565164893736644,0.255515344702465,0.025115709539042536
196,0.3226096581485615,0.020948925308179912,0.2686485964324204,0.019390037691329572
197,0.3203187851558856,0.018362340125356157,0.2583164005165114,0.018981011943662
198,0.3266814494110033,0.00671676801401873,0.2594708627524426,0.010551241034829916
199,0.33006413521349515,0.017516445770291537,0.2794731430215697,0.025892393223025098
200,0.3464588429693772,0.01632952564932812,0.29224042178072,0.023600883204686687
201,0.32917877645581023,0.01580622825625027,0.2618889674641138,0.031248420897354343
202,0.3469296467281668,0.033662924173972576,0.28144021476367326,0.048545034086578114
203,0.3186744710008953,0.03862028985302568,0.26328813981921234,0.04246264819083697
204,0.3011390109931262,0.01599135568713689,0.2483866282328574,0.017155442084256265
205,0.331613226852849,0.03498842246153407,0.2756477026420087,0.04725571343262135
206,0.3391661777828913,0.028065167302300235,0.2752633833006876,0.037076236646504744
207,0.3192767110947175,0.005590210265638057,0.26540964358665425,0.02137264872661621
208,0.3566618089356917,0.028901499001346982,0.29334991782668646,0.031392861033134635
209,0.3378820106718307,0.012740920360656143,0.2751000443611628,0.03221274679224391
210,0.349140200490936,0.015046499839916965,0.28390365475622986,0.01903163050137139
211,0.3371002609072207,0.01577687963792015,0.2783481981415907,0.027018355638656646
212,0.3390820673600814,0.016809091711619754,0.2926626771318937,0.015860531923379963
213,0.3539578541190506,0.0017568791343952216,0.28987892173626656,0.011373961331499096
214,0.3386114491448771,0.010276520997378117,0.2787412101963941,0.008048840875537894
215,0.3440857966409026,0.0196367569591435,0.28409862924420043,0.027570393441375653
216,0.3348584314962067,0.02134874447883599,0.2727816010729989,0.01144951390853532
217,0.3568206468150086,0.006681764604961673,0.28924354035965705,0.016442528830623634
218,0.34116059093446577,0.020739550731822775,0.2815573580748941,0.003999628335774083
219,0.3595800434929067,0.023349745315107317,0.30610943215438097,0.021473292898712623
220,0.3601574466185296,0.004645823549057799,0.29798929938403723,0.013195450657065462
221,0.35280585639612605,0.015083867818988515,0.2957427096241605,0.0067569765777862854
222,0.3437853552895123,0.031809454533746596,0.2802212787776684,0.020025759123818362
223,0.3328594424785831,0.021180097446357484,0.28034760115946483,0.014915858065457026
224,0.3582985737947976,0.02161711893629451,0.30983726812088813,0.020434592815456266
225,0.33716436407949035,0.02469213688123213,0.27025852923075866,0.01601209528630247
226,0.3578935512653232,0.04061761373693889,0.3012283406528059,0.04243237561792801
227,0.3940382145512286,0.029124667336321602,0.33242498754076744,0.02005155913612384
228,0.36374893624886817,0.017578314667044785,0.3127902551603071,0.0165629391654514
229,0.35349061580476443,0.03886194808812895,0.30328606145372833,0.03477241610826398
230,0.38005894098679227,0.02243324403921497,0.3245874114268103,0.023802698380558904
231,0.37793986341493807,0.03742838877962635,0.3281201679804809,0.03616649661256741
232,0.38448593556224875,0.03415634208562237,0.3304784897463635,0.025624202662176337
233,0.3827982419378319,0.0394845167136146,0.3332859454790486,0.04335462395150106
234,0.3903336796532031,0.04826519456459321,0.32022903987151197,0.046115972804137234
235,0.37774948354826093,0.03492763940374857,0.3264419963584096,0.035360282184639845
236,0.3923469498568659,0.05446903686712797,0.3281952039957757,0.06285326810329947
237,0.3727131095972119,0.03858362848329592,0.3180084303842575,0.0352844602148227
238,0.39463143989268884,0.034199175332901816,0.3304620895982809,0.035910938258722616
239,0.38850463829574045,0.05887058974138507,0.3302975656403449,0.055306997290142566
240,0.38740488879769747,0.0314716052537795,0.32174572709701216,0.04976188073726788
241,0.3792460646342046,0.043304171710193545,0.3175636442062724,0.04040119366415252
242,0.3785715521677941,0.0365652287800991,0.31923721730058213,0.04394351159302204
243,0.3648956713794602,0.04190575674362771,0.31542038517597465,0.039357894704477016
244,0.3795180275306831,0.006782397343951757,0.31521203776853807,0.008749207434107665
245,0.35905862673476935,0.03210023064158782,0.304619194228396,0.04061081384052581
246,0.3822876941133551,0.03992930560129424,0.34382609089722926,0.05711780393881082
247,0.38432634440919494,0.03691216934776582,0.31958349574206807,0.0440903157689866
248,0.36913892988553254,0.05273495247491999,0.32029877813684365,0.05298681220732169
249,0.3856004737959471,0.044121349976030615,0.3319386126916259,0.05351569569326534
250,0.4003118035802013,0.03341536626388528,0.35256334124462035,0.048862188680864324
251,0.3987877292466538,0.03548492427181641,0.3460425236879516,0.06047865565769117
252,0.397736191428852,0.05062085329856557,0.3458431430924169,0.07000813884359679
253,0.40451881993655187,0.04131084716647341,0.337319318419058,0.06443447072131621
254,0.4219700013043754,0.048500474492838785,0.36386689157822993,0.05881823510837002
255,0.3986554634301469,0.03939510805663725,0.3437518174675072,0.061863185256359074
256,0.41483420598224446,0.06770200863101715,0.36789847048283936,0.07094680952840615
257,0.3963679378135852,0.05388564893968578,0.3387359039980605,0.05754677331696821
258,0.4253516642745045,0.054478483283626714,0.36822623176320457,0.06474501712057514
259,0.42896954727862635,0.05791545143316481,0.3648416846864994,0.07253285978962325
260,0.4128923074314548,0.07105372210847583,0.35126817713538855,0.08478970965932942
261,0.4130435087598556,0.06619019687351481,0.34850383333969087,0.06371088147011253
262,0.405961066604307,0.0556302249410802,0.3484334713149116,0.07411698120367728
263,0.3978876894850533,0.07360964067255389,0.35028505043961156,0.08959978051980028
264,0.40931138373390796,0.0627971649627181,0.355607098183872,0.08256802169924618
265,0.42079483867366935,0.07268186172329615,0.3619104483069728,0.09986560957066026
266,0.4285299719770174,0.052549018643823824,0.3649511243930735,0.08094619377099793
267,0.44175346261095205,0.05083316898233539,0.38007311292374607,0.07884911393742845
268,0.41813465967448327,0.052838976917454754,0.3512834552052378,0.06996703421843385
269,0.41680080063187547,0.061105209077488204,0.3583825469270896,0.071168394756698
270,0.3984695357444039,0.050446809408176765,0.33424715243901915,0.07089207654108168
271,0.3904989856154515,0.06288087254613585,0.34392862631548904,0.06965551093951586
272,0.3892753195669696,0.07481012658107672,0.33574982422877797,0.09584315851860616
273,0.4289310729072688,0.07043671680982104,0.36858579682194753,0.09436481028209452
274,0.4183311016526894,0.07008118303609466,0.3502365032745572,0.09803118936471089
275,0.40019450766470405,0.06384319206438901,0.31896420724349994,0.11434756361768858
276,0.4176294861609832,0.07673340695853939,0.34953324896647014,0.10080643687668499
277,0.4025640965792195,0.07557009548395766,0.3235553771127621,0.1112981197781753
278,0.41453755127081654,0.06348397079966671,0.3433572199928899,0.09942676845660149
279,0.4139490688340499,0.07589141430802798,0.34810041102720496,0.10886406161637582
280,0.41859188163803207,0.09922735428051595,0.33293037775456846,0.1344397167861685
281,0.4026480940526624,0.08072277443951997,0.33214264460045095,0.12363995978864235
282,0.41673395188183243,0.09238988010697431,0.3442049746515206,0.13109357495794344
283,0.4073555070290833,0.10503038550978346,0.3371832456207984,0.13279360855298689
284,0.43807944420882144,0.06696309708296008,0.37220565657486704,0.09939811870678054
285,0.4164451266526574,0.09464648457205663,0.35673904859246114,0.12911273771106926
286,0.407692067019292,0.0962119078944573,0.3508505404902544,0.12057974740577397
287,0.420746506866929,0.09330321399179427,0.35880082626145143,0.11747886620179476
288,0.4078250774157373,0.09562470889635709,0.36233463448586245,0.1249128587202113
289,0.3839743041591306,0.11280403566340134,0.3576680221636937,0.13020313017183974
290,0.43111028633070597,0.11076937064146244,0.37828014873266175,0.11482981119085713
291,0.4147533992368044,0.11692473921733011,0.3767585125306949,0.1379250038454731
292,0.43409323509879183,0.11654660725578209,0.37314469965910896,0.12649822244130726
293,0.41419835014129197,0.13306109404097144,0.3656500743049869,0.1316727386427021
294,0.45857657057510554,0.11574881950239745,0.4024868633917907,0.13202524030927443
295,0.4423051465616899,0.12157827978394935,0.4076959986231216,0.12254874560355755
296,0.4389314253160584,0.11721434379037518,0.37532193381768114,0.10978729260747498
297,0.45087758625275653,0.10060811915042259,0.4015640034691145,0.11291848925346744
298,0.44859843397043386,0.11126132350360288,0.39899214168154806,0.13427178651609425
299,0.43655529508779384,0.12270671630592318,0.3806060589712161,0.1302253986249808
300,0.4323392506356491,0.11335163355917917,0.37680191202914326,0.12910976128269258
301,0.445857844233748,0.12970313847811532,0.38904330833945683,0.12928679542145669
302,0.4431972933613822,0.10315627640329604,0.3958576704943925,0.13262183985286088
303,0.4534633603224132,0.0965638324815717,0.3883931028079113,0.12991928168054936
304,0.4365705418563734,0.10539025763091807,0.3911024367673113,0.15611560547828593
305,0.46726571566637315,0.09822293107836114,0.3951657931933603,0.116869946119153
306,0.4455150577896963,0.11491016326375016,0.39208611393139653,0.15499441964559954
307,0.42670615610053875,0.12450274358297404,0.37729920588501403,0.16062587245688636
308,0.42622929565574386,0.12699728600941831,0.3996210576283359,0.14730792995775088
309,0.4195849304898738,0.1005090153628731,0.3689536596325424,0.12865969621580642
310,0.42450045245219,0.1313191823771616,0.3806010119692161,0.1627566351363909
311,0.4249883039790044,0.10907846508678644,0.39078292007993704,0.13025911357308795
312,0.4424622044631194,0.09919800357404265,0.40799050712859425,0.12066384090318708
313,0.4272387402610067,0.09750115591048099,0.37376852173531877,0.12292997048610786
314,0.4612614190346065,0.07102376122312208,0.41043660470514426,0.10107675229624487
315,0.40342198064352525,0.09348650464511854,0.3631100628187629,0.09996044902571463
316,0.4022531459561443,0.048293112907365855,0.36170087270838297,0.06454323178347823
317,0.3937857232826505,0.08303726799448234,0.35220891073194904,0.10315651578230176
318,0.4317529339186276,0.05474778248537324,0.40035948347866546,0.08897653139285162
319,0.44801621599984465,0.07834941194967214,0.3955988712394683,0.10529707728882172
320,0.43873498213052925,0.09474198266578193,0.3861178090995354,0.09126264055243484
321,0.45650552386321097,0.0771805560205753,0.39760516154310555,0.10035242319929669
322,0.48986783677371787,0.12314149645006275,0.43190912916511914,0.11088492153397839
323,0.4835792571092858,0.09989666820704865,0.41699868814476737,0.07749979541067266
324,0.48040375936118407,0.07970624487893578,0.4231339399203773,0.06260284382947916
325,0.4805584601539599,0.06322201828672214,0.4150107365389914,0.08294267167879997
326,0.46714430474693186,0.06694808211313132,0.4141667246934026,0.09861624180978522
327,0.4561408254344273,0.06580539883619056,0.39817837856229543,0.06781785380501401
328,0.44189785417911104,0.06712317592540229,0.38465883019095015,0.10109101329818469
329,0.4886951888138121,0.08333289987006073,0.46660015923640463,0.1201296728860534
330,0.47510153783891934,0.08532564774980363,0.41884065053433966,0.10790883126372344
331,0.4206167947265707,0.09961128898079405,0.3960286146578424,0.14730791356729225
332,0.44634362144246614,0.1325031447487018,0.37731994043633676,0.1497937123239074
333,0.4408840917689519,0.14136788708526132,0.3917671812144758,0.1654650640014138
334,0.46646866760851863,0.16223941274912526,0.4151418266812434,0.14175489456765944
335,0.4420490246491387,0.16145289854185896,0.37529718791436206,0.18251591148239932
336,0.42185834782794823,0.18181047245215837,0.36200519311429247,0.17511530760451427
337,0.45337045650037644,0.1339286560045738,0.34617570132929537,0.12759917410480792
338,0.48081603988640614,0.15043178671721946,0.4031179222275016,0.1519156070592597
339,0.42567592848088026,0.18049435006305495,0.35017691535181655,0.20215511434642316
340,0.48188909989775963,0.16359895166043897,0.38403896980899654,0.16015024569063713
341,0.47127466403960055,0.17102466810936598,0.36900348419307355,0.1664487680023111
342,0.44518118638071563,0.18795914431650926,0.31921196013818265,0.14745190613744732
343,0.45285951256700424,0.1754938747990006,0.36482818088303953,0.12872475405539785
344,0.46306246226160735,0.1602414927358822,0.3878700872469252,0.1409720247426711
345,0.48869943840009755,0.23586744925457148,0.386593793530881,0.22442640297192118
346,0.42190423682216727,0.26340865936592134,0.3277170210836194,0.24171005663091086
347,0.3944595254541152,0.3006550854733757,0.29944964172504435,0.26780911165400034
348,0.4269683070342755,0.2677338991291139,0.3544177928909917,0.18671395204209373
349,0.446338544414796,0.29133893346881823,0.38411670307115253,0.232888860512829
350,0.48841017260471514,0.25621209995450156,0.4341959709680494,0.19817983211763238
351,0.4195299675657276,0.3158844027666776,0.3156435307142279,0.2674654206379962
352,0.42748068275197476,0.2935751604947782,0.3508006972880387,0.2558632516033113
353,0.5113747050663504,0.2208151902051939,0.45032962331965143,0.20117533086320333
354,0.4975583765546309,0.21718388687951373,0.4748547460173322,0.21044862738609155
355,0.48245430065120914,0.2400600421245767,0.4142067543661219,0.2165012560803961
356,0.5708405146922241,0.25197401847841205,0.5326951721939138,0.14382911015096578
357,0.5453751690663768,0.262511620923081,0.5158576858158943,0.17908937875250072
358,0.5699942432068585,0.24133548843587213,0.4576488870606517,0.18918398307666928
